var,date,value,table,type
Notes and coin,2022-06-30,7252,Tab 2e,LCR ADIs
Notes and coin,2022-09-30,6622.6,Tab 2e,LCR ADIs
Notes and coin,2022-12-31,7489.1,Tab 2e,LCR ADIs
Notes and coin,2023-03-31,7434,Tab 2e,LCR ADIs
Notes and coin,2023-06-30,7140.3,Tab 2e,LCR ADIs
Notes and coin,2023-09-30,5808.8,Tab 2e,LCR ADIs
Notes and coin,2023-12-31,7205.4,Tab 2e,LCR ADIs
Notes and coin,2024-03-31,7768.9,Tab 2e,LCR ADIs
Notes and coin,2024-06-30,7359.6,Tab 2e,LCR ADIs
Notes and coin,2024-09-30,6055.5,Tab 2e,LCR ADIs
Notes and coin,2024-12-31,7208.7,Tab 2e,LCR ADIs
Notes and coin,2025-03-31,6877,Tab 2e,LCR ADIs
Central bank balances,2015-03-31,107329,Tab 2e,LCR ADIs
Central bank balances,2015-06-30,115854.7,Tab 2e,LCR ADIs
Central bank balances,2015-09-30,107152.1,Tab 2e,LCR ADIs
Central bank balances,2015-12-31,133348.5,Tab 2e,LCR ADIs
Central bank balances,2016-03-31,105443.2,Tab 2e,LCR ADIs
Central bank balances,2016-06-30,101282.8,Tab 2e,LCR ADIs
Central bank balances,2016-09-30,94396.3,Tab 2e,LCR ADIs
Central bank balances,2016-12-31,117606.4,Tab 2e,LCR ADIs
Central bank balances,2017-03-31,121766.6,Tab 2e,LCR ADIs
Central bank balances,2017-06-30,115873.2,Tab 2e,LCR ADIs
Central bank balances,2017-09-30,102116.1,Tab 2e,LCR ADIs
Central bank balances,2017-12-31,119716.4,Tab 2e,LCR ADIs
Central bank balances,2018-03-31,119548.5,Tab 2e,LCR ADIs
Central bank balances,2018-06-30,121977.1,Tab 2e,LCR ADIs
Central bank balances,2018-09-30,112133.2,Tab 2e,LCR ADIs
Central bank balances,2018-12-31,122958.5,Tab 2e,LCR ADIs
Central bank balances,2019-03-31,94200.4,Tab 2e,LCR ADIs
Central bank balances,2019-06-30,97123.6,Tab 2e,LCR ADIs
Central bank balances,2019-09-30,91910.1,Tab 2e,LCR ADIs
Central bank balances,2019-12-31,116202.9,Tab 2e,LCR ADIs
Central bank balances,2020-03-31,196931.3,Tab 2e,LCR ADIs
Central bank balances,2020-06-30,143484.9,Tab 2e,LCR ADIs
Central bank balances,2020-09-30,143595.5,Tab 2e,LCR ADIs
Central bank balances,2020-12-31,209704.6,Tab 2e,LCR ADIs
Central bank balances,2021-03-31,256348.9,Tab 2e,LCR ADIs
Central bank balances,2021-06-30,392491.2,Tab 2e,LCR ADIs
Central bank balances,2021-09-30,436884.8,Tab 2e,LCR ADIs
Central bank balances,2021-12-31,527588.1,Tab 2e,LCR ADIs
Central bank balances,2022-03-31,523328.3,Tab 2e,LCR ADIs
Central bank balances,2022-06-30,532877.3,Tab 2e,LCR ADIs
Central bank balances,2022-09-30,529778.6,Tab 2e,LCR ADIs
Central bank balances,2022-12-31,551184.9,Tab 2e,LCR ADIs
Central bank balances,2023-03-31,563822.4,Tab 2e,LCR ADIs
Central bank balances,2023-06-30,531638.4,Tab 2e,LCR ADIs
Central bank balances,2023-09-30,468738.3,Tab 2e,LCR ADIs
Central bank balances,2023-12-31,467925.2,Tab 2e,LCR ADIs
Central bank balances,2024-03-31,416587.7,Tab 2e,LCR ADIs
Central bank balances,2024-06-30,350702.7,Tab 2e,LCR ADIs
Central bank balances,2024-09-30,323757.1,Tab 2e,LCR ADIs
Central bank balances,2024-12-31,358344,Tab 2e,LCR ADIs
Central bank balances,2025-03-31,334021,Tab 2e,LCR ADIs
HQLA1 securities,2015-03-31,223267,Tab 2e,LCR ADIs
HQLA1 securities,2015-06-30,215309.9,Tab 2e,LCR ADIs
HQLA1 securities,2015-09-30,235393.1,Tab 2e,LCR ADIs
HQLA1 securities,2015-12-31,251553.1,Tab 2e,LCR ADIs
HQLA1 securities,2016-03-31,266672.3,Tab 2e,LCR ADIs
HQLA1 securities,2016-06-30,275804.4,Tab 2e,LCR ADIs
HQLA1 securities,2016-09-30,275716.1,Tab 2e,LCR ADIs
HQLA1 securities,2016-12-31,292419.5,Tab 2e,LCR ADIs
HQLA1 securities,2017-03-31,297950.4,Tab 2e,LCR ADIs
HQLA1 securities,2017-06-30,298935.7,Tab 2e,LCR ADIs
HQLA1 securities,2017-09-30,295593.1,Tab 2e,LCR ADIs
HQLA1 securities,2017-12-31,295364.3,Tab 2e,LCR ADIs
HQLA1 securities,2018-03-31,291603.7,Tab 2e,LCR ADIs
HQLA1 securities,2018-06-30,290517.5,Tab 2e,LCR ADIs
HQLA1 securities,2018-09-30,300636,Tab 2e,LCR ADIs
HQLA1 securities,2018-12-31,298205.9,Tab 2e,LCR ADIs
HQLA1 securities,2019-03-31,317762.3,Tab 2e,LCR ADIs
HQLA1 securities,2019-06-30,321196.8,Tab 2e,LCR ADIs
HQLA1 securities,2019-09-30,340933.5,Tab 2e,LCR ADIs
HQLA1 securities,2019-12-31,324658.4,Tab 2e,LCR ADIs
HQLA1 securities,2020-03-31,383552.7,Tab 2e,LCR ADIs
HQLA1 securities,2020-06-30,400861.6,Tab 2e,LCR ADIs
HQLA1 securities,2020-09-30,469653.1,Tab 2e,LCR ADIs
HQLA1 securities,2020-12-31,422143.1,Tab 2e,LCR ADIs
HQLA1 securities,2021-03-31,372982.2,Tab 2e,LCR ADIs
HQLA1 securities,2021-06-30,346005.1,Tab 2e,LCR ADIs
HQLA1 securities,2021-09-30,325565.5,Tab 2e,LCR ADIs
HQLA1 securities,2021-12-31,325663.6,Tab 2e,LCR ADIs
HQLA1 securities,2022-03-31,311627.7,Tab 2e,LCR ADIs
HQLA1 securities,2022-06-30,354359.3,Tab 2e,LCR ADIs
HQLA1 securities,2022-09-30,364115.8,Tab 2e,LCR ADIs
HQLA1 securities,2022-12-31,371576,Tab 2e,LCR ADIs
HQLA1 securities,2023-03-31,393384.6,Tab 2e,LCR ADIs
HQLA1 securities,2023-06-30,401529.2,Tab 2e,LCR ADIs
HQLA1 securities,2023-09-30,433774.7,Tab 2e,LCR ADIs
HQLA1 securities,2023-12-31,460643.8,Tab 2e,LCR ADIs
HQLA1 securities,2024-03-31,490367.9,Tab 2e,LCR ADIs
HQLA1 securities,2024-06-30,535501.3,Tab 2e,LCR ADIs
HQLA1 securities,2024-09-30,571009.8,Tab 2e,LCR ADIs
HQLA1 securities,2024-12-31,597249.8,Tab 2e,LCR ADIs
HQLA1 securities,2025-03-31,617662.3,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2015-03-31,37112.1,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2015-06-30,33676.5,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2015-09-30,39022.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2015-12-31,42644.7,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2016-03-31,53246.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2016-06-30,60734,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2016-09-30,67774.1,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2016-12-31,71774.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2017-03-31,79203.8,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2017-06-30,NA,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2017-09-30,NA,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2017-12-31,79507.6,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2018-03-31,76880.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2018-06-30,72786.8,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2018-09-30,82969,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2018-12-31,79697.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2019-03-31,92384.1,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2019-06-30,93929.3,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2019-09-30,107995.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2019-12-31,91509.1,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2020-03-31,115258.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2020-06-30,137012.5,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2020-09-30,180218.5,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2020-12-31,139808.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2021-03-31,103712,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2021-06-30,83630.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2021-09-30,72760.3,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2021-12-31,64332.3,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2022-03-31,62725,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2022-06-30,71870.4,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2022-09-30,60779.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2022-12-31,61948.6,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2023-03-31,68429.9,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2023-06-30,80060.5,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2023-09-30,77289.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2023-12-31,74107.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2024-03-31,74841.2,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2024-06-30,105085,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2024-09-30,119709.4,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2024-12-31,113609.3,Tab 2e,LCR ADIs
Issued by Australian Commonwealth,2025-03-31,142036.9,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2015-03-31,120764.1,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2015-06-30,117819,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2015-09-30,123761.7,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2015-12-31,129229.6,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2016-03-31,132109.1,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2016-06-30,129462,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2016-09-30,132107.3,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2016-12-31,131140.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2017-03-31,127451.2,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2017-06-30,126789.7,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2017-09-30,123906.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2017-12-31,123940.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2018-03-31,124765.4,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2018-06-30,124068.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2018-09-30,122434.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2018-12-31,122997.1,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2019-03-31,128452.2,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2019-06-30,127546.7,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2019-09-30,133201.9,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2019-12-31,132980.1,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2020-03-31,145104.5,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2020-06-30,151574,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2020-09-30,179809,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2020-12-31,186438.3,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2021-03-31,180455.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2021-06-30,175848.5,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2021-09-30,173696.3,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2021-12-31,176687.5,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2022-03-31,168335.3,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2022-06-30,195717.5,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2022-09-30,205878.9,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2022-12-31,225338.1,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2023-03-31,238270.5,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2023-06-30,239435.8,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2023-09-30,257640.4,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2023-12-31,282717.6,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2024-03-31,297035,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2024-06-30,307246.6,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2024-09-30,316545.2,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2024-12-31,328079.6,Tab 2e,LCR ADIs
Issued by Australian State or Territory,2025-03-31,326162.3,Tab 2e,LCR ADIs
Issued by foreign sovereigns,2015-03-31,53081.9,Tab 2e,LCR ADIs
