F8  PERSONAL LENDING RATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Lending rates; Personal credit; Outstanding; Credit card balances incurring interest; Total,Lending rates; Personal credit; Outstanding; Finance leases; Total,Lending rates; Personal credit; Outstanding; Margin lending; Total,Lending rates; Personal credit; Outstanding; Fixed-term loans; Total,"Lending rates; Personal credit; Outstanding; Fixed-term loans; of which, Residentially secured",Lending rates; Personal credit; Outstanding; Fixed-term loans; Fixed-rate,Lending rates; Personal credit; Outstanding; Fixed-term loans; Variable-rate,Lending rates; Personal credit; Outstanding; Other revolving credit; Total,"Lending rates; Personal credit; Outstanding; Other revolving credit; of which, Residentially secured",Lending rates; Personal credit; Outstanding; Other revolving credit; Fixed-rate,Lending rates; Personal credit; Outstanding; Other revolving credit; Variable-rate,Lending rates; Personal credit; New loans funded in the month; Finance leases; Total,Lending rates; Personal credit; New loans funded in the month; Margin lending; Total,Lending rates; Personal credit; New loans funded in the month; Fixed-term loans; Total,"Lending rates; Personal credit; New loans funded in the month; Fixed-term loans; of which, Residentially secured",Lending rates; Personal credit; New loans funded in the month; Fixed-term loans; Fixed-rate,Lending rates; Personal credit; New loans funded in the month; Fixed-term loans; Variable-rate,,,,,,,,,,,
30/04/2020,17.02,6.17,4.71,6.65,3.53,8.02,5.42,6.31,4.63,5.36,6.53,5.33,4.79,6.33,3.11,7.59,5.15,,,,,,,,,,,
31/05/2020,16.94,6.12,4.67,6.53,3.50,7.81,5.36,6.23,4.60,5.23,6.47,5.27,3.81,6.31,3.05,7.14,5.17,,,,,,,,,,,
30/06/2020,16.86,6.07,4.32,6.53,3.45,7.80,5.34,6.17,4.57,5.13,6.43,5.40,3.69,6.31,2.98,6.76,5.44,,,,,,,,,,,
31/07/2020,16.78,6.03,4.30,6.45,3.42,7.69,5.27,6.08,4.54,5.05,6.35,5.39,4.26,6.57,2.96,7.11,5.49,,,,,,,,,,,
31/08/2020,16.89,5.99,4.28,6.42,3.40,7.66,5.22,6.05,4.52,5.02,6.32,5.22,3.90,6.64,2.95,7.22,5.54,,,,,,,,,,,
30/09/2020,16.85,5.97,4.29,6.36,3.37,7.56,5.18,6.03,4.49,4.99,6.32,5.04,4.00,6.54,2.92,7.20,5.39,,,,,,,,,,,
31/10/2020,16.91,5.92,4.29,6.32,3.35,7.53,5.12,6.03,4.48,5.00,6.32,4.94,3.56,6.59,2.89,7.21,5.48,,,,,,,,,,,
30/11/2020,17.22,5.85,4.24,6.29,3.32,7.49,5.10,6.01,4.46,5.05,6.31,4.86,3.94,6.65,2.87,7.12,5.66,,,,,,,,,,,
31/12/2020,17.24,5.79,4.18,6.26,3.30,7.42,5.07,5.81,4.43,5.12,6.02,4.79,4.32,6.48,2.80,6.79,5.77,,,,,,,,,,,
31/01/2021,17.43,5.74,4.18,6.22,3.27,7.36,5.05,5.83,4.42,5.14,6.05,4.81,3.90,6.74,2.79,6.95,6.23,,,,,,,,,,,
28/02/2021,17.30,5.69,4.17,6.20,3.25,7.30,5.03,5.76,4.41,4.10,6.19,4.75,3.59,6.67,2.74,7.03,5.91,,,,,,,,,,,
31/03/2021,17.41,5.61,4.15,6.12,3.22,7.20,5.01,5.23,4.39,1.67,6.17,5.26,3.69,6.50,2.72,6.86,5.82,,,,,,,,,,,
30/04/2021,17.35,5.59,4.15,6.12,3.19,7.15,4.99,5.21,4.38,1.64,6.17,4.79,3.82,6.47,2.66,6.70,5.98,,,,,,,,,,,
31/05/2021,17.24,5.54,4.14,6.08,3.16,7.08,4.96,5.21,4.36,1.60,6.20,4.78,3.92,6.22,2.68,6.57,5.53,,,,,,,,,,,
30/06/2021,17.23,5.50,3.95,6.04,3.14,7.02,4.93,5.18,4.33,1.54,6.19,4.81,4.20,5.83,2.65,6.29,4.94,,,,,,,,,,,
31/07/2021,17.16,5.38,3.93,6.00,3.11,6.96,4.88,5.14,4.31,1.53,6.18,4.81,3.84,5.73,2.66,6.37,4.61,,,,,,,,,,,
31/08/2021,17.18,5.35,3.94,5.96,3.09,6.90,4.84,5.10,4.30,1.52,6.14,4.82,3.71,5.81,2.84,6.43,4.75,,,,,,,,,,,
30/09/2021,17.23,5.31,3.94,5.88,3.05,6.84,4.75,5.05,4.28,1.51,6.10,4.76,3.69,5.71,2.61,6.33,4.66,,,,,,,,,,,
31/10/2021,17.26,5.27,3.94,5.83,3.03,6.78,4.71,4.99,4.27,1.45,6.10,4.74,3.81,5.75,2.59,6.51,4.54,,,,,,,,,,,
30/11/2021,17.26,5.25,3.95,5.80,3.00,6.73,4.67,4.97,4.29,1.40,6.11,4.95,3.77,5.93,2.63,6.69,4.65,,,,,,,,,,,
31/12/2021,17.32,5.23,3.93,5.78,2.99,6.72,4.62,4.97,4.28,1.37,6.17,5.47,3.79,6.02,2.67,6.86,4.62,,,,,,,,,,,
31/01/2022,17.38,5.21,3.93,5.76,2.97,6.70,4.58,5.02,4.27,1.36,6.25,5.51,3.26,6.43,2.66,7.24,4.97,,,,,,,,,,,
28/02/2022,17.19,5.20,3.93,5.74,2.96,6.69,4.54,4.98,4.26,1.36,6.22,5.25,4.10,6.33,2.64,7.25,4.74,,,,,,,,,,,
31/03/2022,17.25,5.21,3.92,5.71,2.94,6.68,4.49,5.02,4.26,1.36,6.26,5.32,3.78,6.29,2.62,7.42,4.65,,,,,,,,,,,
30/04/2022,17.03,5.20,3.93,5.69,2.93,6.70,4.44,5.03,4.26,1.36,6.27,5.49,4.03,6.31,2.56,7.66,4.59,,,,,,,,,,,
31/05/2022,17.38,5.19,4.02,5.76,3.10,6.72,4.59,5.19,4.47,1.40,6.48,5.59,3.85,6.37,2.79,7.95,4.44,,,,,,,,,,,
30/06/2022,17.39,5.21,4.84,5.97,3.47,6.79,4.97,5.46,4.91,1.49,6.80,5.77,5.27,6.85,3.25,8.82,4.64,,,,,,,,,,,
31/07/2022,17.50,5.21,5.25,6.17,3.88,6.81,5.39,5.80,5.34,1.60,7.24,6.28,4.75,7.05,3.65,9.03,5.03,,,,,,,,,,,
31/08/2022,17.55,5.32,5.59,6.37,4.26,6.87,5.78,6.08,5.77,1.70,7.58,6.63,5.70,7.77,4.13,9.30,5.97,,,,,,,,,,,
30/09/2022,17.51,5.35,5.95,6.59,4.62,6.94,6.17,6.33,6.17,1.79,7.90,6.65,6.21,8.33,4.54,9.47,6.93,,,,,,,,,,,
31/10/2022,17.53,5.37,6.14,6.74,4.82,7.02,6.41,6.47,6.37,1.83,8.07,7.04,6.64,8.42,4.74,9.79,6.90,,,,,,,,,,,
30/11/2022,17.52,5.76,6.30,6.89,5.02,7.14,6.59,6.46,6.58,1.86,8.04,8.77,6.46,8.80,4.96,10.14,7.21,,,,,,,,,,,
31/12/2022,17.57,5.88,6.48,7.06,5.19,7.30,6.78,6.67,6.78,1.86,8.32,8.96,7.27,9.06,5.10,10.28,7.50,,,,,,,,,,,
31/01/2023,17.67,5.94,6.51,7.09,5.19,7.37,6.78,6.78,6.79,1.89,8.48,8.95,6.14,9.40,5.05,10.50,7.97,,,,,,,,,,,
28/02/2023,17.64,6.14,6.65,7.21,5.36,7.44,6.95,6.87,7.01,1.93,8.59,8.87,7.36,9.38,5.25,10.49,7.95,,,,,,,,,,,
31/03/2023,17.72,6.26,6.81,7.36,5.55,7.53,7.15,7.09,7.21,1.99,8.88,8.95,7.91,9.30,5.52,10.38,7.78,,,,,,,,,,,
30/04/2023,17.71,6.30,6.81,7.40,5.56,7.63,7.14,7.08,7.23,1.99,8.84,8.93,7.18,9.36,5.53,10.36,7.96,,,,,,,,,,,
31/05/2023,17.71,6.43,6.96,7.56,5.77,7.77,7.32,7.35,7.44,2.04,9.17,8.81,7.63,9.28,5.76,10.20,7.98,,,,,,,,,,,
30/06/2023,17.64,6.55,7.53,7.71,6.00,7.87,7.52,7.47,7.70,2.20,9.24,8.60,7.98,9.24,6.04,9.98,8.10,,,,,,,,,,,
31/07/2023,17.82,6.66,7.58,7.76,6.02,7.99,7.51,7.63,7.75,1.99,9.42,8.80,6.85,9.67,6.08,10.59,8.27,,,,,,,,,,,
31/08/2023,17.93,6.75,7.60,7.81,6.03,8.11,7.48,7.63,7.76,2.03,9.41,9.00,7.58,9.78,6.06,10.78,8.25,,,,,,,,,,,
30/09/2023,17.98,6.91,7.60,7.93,6.04,8.25,7.58,7.59,7.77,2.02,9.35,9.07,6.72,9.78,6.13,10.62,8.52,,,,,,,,,,,
31/10/2023,18.05,7.02,7.61,7.99,6.06,8.40,7.55,7.62,7.80,2.00,9.36,9.77,7.07,9.79,6.10,10.70,8.53,,,,,,,,,,,
30/11/2023,18.05,7.16,7.72,8.21,6.30,8.59,7.80,7.61,8.02,2.05,9.23,9.28,7.66,9.94,6.29,10.85,8.68,,,,,,,,,,,
31/12/2023,18.14,7.25,7.74,8.23,6.32,8.63,7.80,7.61,8.02,2.04,9.20,9.40,7.69,9.93,6.31,10.82,8.72,,,,,,,,,,,
31/01/2024,18.23,7.28,7.74,8.29,6.33,8.74,7.80,7.76,8.03,2.10,9.39,9.40,7.98,10.18,6.33,10.99,9.03,,,,,,,,,,,
29/02/2024,18.34,7.50,7.75,8.32,6.34,8.83,7.78,7.78,8.05,2.11,9.38,9.30,7.91,9.92,6.35,10.66,8.91,,,,,,,,,,,
31/03/2024,18.38,7.61,7.74,8.38,6.38,8.91,7.83,7.79,8.08,2.09,9.36,9.27,7.66,9.64,6.38,10.42,8.58,,,,,,,,,,,
30/04/2024,18.31,7.67,7.62,8.60,6.38,9.23,7.92,7.96,8.10,2.07,9.52,9.35,7.48,10.07,6.35,11.09,8.85,,,,,,,,,,,
31/05/2024,18.39,7.78,7.61,8.65,6.39,9.36,7.90,8.03,8.15,2.06,9.58,9.50,6.61,9.90,6.37,11.04,8.60,,,,,,,,,,,
30/06/2024,18.31,7.85,7.71,8.71,6.40,9.48,7.88,8.01,8.35,2.01,9.39,9.73,6.99,9.72,6.39,10.65,8.50,,,,,,,,,,,
31/07/2024,18.38,7.95,7.71,8.73,6.41,9.54,7.86,8.11,8.36,2.02,9.54,9.71,6.38,9.90,6.38,11.05,8.52,,,,,,,,,,,
31/08/2024,18.37,8.00,7.71,8.78,6.42,9.66,7.85,8.10,8.48,1.29,9.45,9.60,7.47,10.05,6.36,11.14,8.64,,,,,,,,,,,
30/09/2024,18.46,8.13,7.67,8.78,6.42,9.66,7.85,7.98,8.37,1.96,9.35,9.35,6.77,10.04,6.37,10.95,8.84,,,,,,,,,,,
31/10/2024,18.51,8.20,7.68,8.81,6.42,9.72,7.85,8.12,8.47,1.26,9.49,9.19,7.35,9.88,6.34,10.85,8.66,,,,,,,,,,,
30/11/2024,18.51,8.23,7.66,8.83,6.42,9.79,7.84,7.90,8.55,1.28,9.21,9.23,4.78,9.83,6.32,10.83,8.61,,,,,,,,,,,
31/12/2024,18.59,8.30,7.66,8.85,6.43,9.85,7.83,7.91,8.54,1.26,9.24,9.20,7.11,9.68,6.29,10.69,8.53,,,,,,,,,,,
31/01/2025,18.71,8.30,7.64,8.88,6.43,9.91,7.82,8.07,8.50,1.26,9.48,9.34,7.52,10.14,6.28,10.90,9.08,,,,,,,,,,,
28/02/2025,18.62,8.54,7.60,8.83,6.25,9.98,7.66,8.01,8.43,1.24,9.41,9.21,7.90,9.97,6.11,10.86,8.80,,,,,,,,,,,
31/03/2025,18.77,8.86,7.48,8.84,6.20,10.07,7.61,7.91,8.31,1.21,9.31,9.03,7.07,9.68,6.08,10.62,8.56,,,,,,,,,,,
30/04/2025,18.69,8.78,7.47,8.81,6.20,10.01,7.60,7.82,8.20,1.22,9.28,8.90,7.04,9.59,6.05,10.69,8.33,,,,,,,,,,,
31/05/2025,18.80,8.79,7.40,8.72,6.01,10.04,7.41,7.70,8.02,1.20,9.14,8.66,7.59,9.29,5.87,10.36,8.08,,,,,,,,,,,
30/06/2025,18.74,8.92,7.05,8.70,5.95,10.12,7.34,7.62,7.93,1.17,8.98,8.51,6.35,8.95,5.85,9.91,7.84,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
